timestamp,vehicleId,speed,heading,longitude,lattitude
10.186,18,19.09,21.9,2783.8,7543.99
10.386,18,19.09,21.9,2786.46,7537.9
10.5863,18,19.09,21.9,2789.09,7531.85
15.3887,524,38.59,23.6,2832.24,7432.92
15.5884,524,37.69,23.6,2833.56,7429.87
15.7884,524,36.79,23.6,2834.89,7426.83
15.9887,524,35.89,23.6,2836.22,7423.78
16.1884,524,34.99,23.6,2837.55,7420.74
16.3884,524,34.09,23.6,2838.88,7417.7
16.5887,524,33.19,23.6,2840.2,7414.65
16.7884,524,32.29,23.6,2841.53,7411.61
16.9884,524,31.39,23.6,2842.86,7408.56
17.1887,524,30.49,23.6,2844.19,7405.52
17.3884,524,29.59,23.6,2845.51,7402.47
17.5884,524,28.69,23.6,2846.84,7399.43
17.7887,524,27.79,23.6,2848.08,7396.34
17.9884,524,26.89,23.6,2849.32,7393.26
18.1884,524,25.99,23.6,2850.56,7390.18
18.3887,524,25.09,23.6,2851.8,7387.1
18.5884,524,24.19,23.6,2853.04,7384.02
18.7884,524,23.29,23.6,2854.29,7380.94
18.9887,524,22.39,23.6,2855.53,7377.86
19.1884,524,21.49,23.6,2856.77,7374.78
19.3884,524,20.59,23.6,2858.01,7371.7
19.5887,524,19.69,23.6,2859.25,7368.62
19.7884,524,19.07,23.6,2860.49,7365.53
19.9884,524,19.07,23.6,2861.73,7362.45
20.1887,524,19.07,23.6,2862.97,7359.37
20.3884,524,19.07,23.6,2864.21,7356.29
20.5884,524,19.07,23.6,2865.44,7353.25
20.7887,524,19.07,23.6,2866.6,7350.38
20.9884,524,19.07,23.6,2867.68,7347.67
21.1884,524,19.07,22.8,2868.71,7345.14
21.3887,524,19.07,21.9,2869.7,7342.67
21.5884,524,19.07,21.9,2870.69,7340.21
21.7884,524,19.07,21.9,2871.69,7337.74
21.9887,524,19.07,21.9,2872.68,7335.28
22.1884,524,19.07,21.9,2873.67,7332.81
22.3884,524,19.07,21.9,2874.66,7330.35
22.5887,524,19.07,21.9,2875.66,7327.88
22.7884,524,19.07,21.9,2876.65,7325.42
22.9884,524,19.07,21.9,2877.64,7322.95
23.1887,524,18.88,21.9,2878.64,7320.49
23.3884,524,18.66,21.9,2879.63,7318.02
23.5884,524,18.45,21.9,2880.62,7315.56
23.7887,524,18.25,21.9,2881.61,7313.09
23.9884,524,18.05,21.9,2882.61,7310.63
24.1884,524,17.86,21.9,2883.6,7308.16
24.3887,524,17.67,21.9,2884.59,7305.7
24.5884,524,17.5,21.9,2885.58,7303.23
24.7884,524,17.32,21.9,2886.58,7300.77
24.9887,524,17.16,21.9,2887.57,7298.3
25.1884,524,17.76,21.9,2888.56,7295.84
25.3884,524,18.36,21.9,2889.56,7293.37
25.5887,524,18.96,21.9,2890.55,7290.91
25.7884,524,18.06,21.9,2891.54,7288.44
25.9884,524,17.16,21.9,2892.53,7285.98
26.1887,524,16.26,21.9,2893.53,7283.51
26.3884,524,15.36,21.9,2894.52,7281.05
26.5884,524,15.16,21.9,2895.51,7278.58
26.7887,524,15.16,21.9,2896.51,7276.12
26.9884,524,15.16,21.9,2897.5,7273.65
27.1884,524,15.16,21.9,2898.49,7271.19
27.3887,524,15.16,21.9,2899.48,7268.72
27.5884,524,15.16,21.9,2900.48,7266.26
27.7884,524,15.16,21.9,2901.47,7263.79
27.9887,524,15.16,21.9,2902.46,7261.33
28.1884,524,15.16,21.9,2903.46,7258.86
28.3884,524,15.16,21.9,2904.45,7256.4
28.5887,524,15.16,21.9,2905.44,7253.93
28.7884,524,15.16,21.9,2906.43,7251.47
28.9884,524,15.16,21.9,2907.43,7249.01
29.1887,524,15.16,21.9,2908.42,7246.54
29.3884,524,15.16,21.9,2909.41,7244.08
29.5884,524,15.16,21.9,2910.4,7241.61
29.7887,524,15.16,21.9,2911.4,7239.15
29.9884,524,15.16,21.9,2912.39,7236.68
30.1884,524,15.16,21.9,2913.38,7234.22
30.3887,524,15.16,21.9,2914.38,7231.75
30.5884,524,15.16,21.9,2915.37,7229.29
30.7884,524,15.16,21.9,2916.36,7226.82
30.9887,524,15.16,21.9,2917.35,7224.36
31.1884,524,15.16,21.9,2918.35,7221.89
31.3884,524,15.16,21.9,2919.34,7219.43
31.5887,524,15.16,21.9,2920.33,7216.96
31.7884,524,15.16,21.9,2921.33,7214.5
31.9884,524,15.16,21.9,2922.32,7212.03
32.1887,524,15.16,21.9,2923.31,7209.57
32.3884,524,15.16,21.9,2924.3,7207.1
32.5884,524,15.16,21.9,2925.3,7204.64
32.7887,524,15.16,21.9,2926.29,7202.17
32.9884,524,15.16,21.9,2927.28,7199.71
33.1884,524,15.16,21.9,2928.28,7197.24
33.3887,524,15.16,21.9,2929.27,7194.78
33.5884,524,15.16,21.9,2930.26,7192.31
33.7884,524,15.16,21.9,2931.25,7189.85
33.9887,524,15.16,21.9,2932.25,7187.38
34.1884,524,15.16,21.9,2933.24,7184.92
34.3884,524,15.16,21.9,2934.23,7182.45
34.5887,524,15.16,21.9,2935.23,7179.99
34.7884,524,15.16,21.9,2936.22,7177.52
34.9884,524,15.16,21.9,2937.21,7175.06
35.1887,524,15.16,21.9,2938.2,7172.59
35.3884,524,15.16,21.9,2939.2,7170.13
35.5884,524,15.16,21.9,2940.19,7167.66
35.7887,524,14.26,21.9,2944.15,7166.4
35.9884,524,13.36,21.9,2945.14,7163.94
36.1884,524,12.46,21.9,2946.14,7161.47
36.3887,524,11.56,21.9,2947.13,7159.01
36.5884,524,11.55,21.9,2948.12,7156.54
36.7884,524,11.65,21.9,2949.11,7154.08
36.9887,524,11.74,21.9,2950.11,7151.61
37.1884,524,11.82,21.9,2951.1,7149.15
37.3884,524,11.9,21.9,2952.09,7146.68
37.5887,524,11.98,21.9,2953.09,7144.22
37.7884,524,12.05,21.9,2954.17,7141.8
37.9884,524,12.12,21.9,2955.34,7139.41
38.1887,524,12.13,21.9,2956.5,7137.02
38.3884,524,12.13,21.9,2957.67,7134.63
38.5884,524,12.13,21.9,2958.83,7132.24
38.7887,524,12.13,21.9,2960,7129.85
38.9884,524,12.13,22.2,2961.16,7127.46
39.1884,524,12.13,24.4,2962.33,7125.07
39.3887,524,12.13,26,2963.49,7122.69
39.5884,524,12.13,26,2964.66,7120.3
39.7884,524,12.13,26,2965.83,7117.91
39.9887,524,12.13,26,2966.99,7115.52
40.1884,524,12.13,26,2968.16,7113.13
40.3884,524,12.13,26,2969.32,7110.74
40.5887,524,12.13,26,2970.49,7108.35
40.7884,524,12.13,26,2971.65,7105.96
40.9884,524,12.13,26,2972.82,7103.57
41.1887,524,12.13,26,2973.98,7101.19
41.3884,524,12.13,26,2975.15,7098.8
41.5884,524,12.13,26,2976.31,7096.41
41.7887,524,12.13,26,2977.48,7094.02
41.9884,524,12.13,26,2978.64,7091.63
42.1884,524,12.13,26,2979.81,7089.24
42.3887,524,12.13,26,2980.97,7086.85
42.5884,524,12.13,26,2982.14,7084.46
42.7884,524,12.13,26,2983.3,7082.08
42.9887,524,12.13,26,2984.47,7079.69
43.1884,524,12.13,26,2985.63,7077.3
43.3884,524,12.13,26,2986.8,7074.91
43.5887,524,12.13,26,2987.97,7072.52
43.7884,524,12.13,26,2989.13,7070.13
43.9884,524,12.13,26,2990.3,7067.74
44.1887,524,12.13,26,2991.46,7065.35
44.3884,524,12.13,26,2992.63,7062.96
44.5884,524,12.13,26,2993.79,7060.58
44.7887,524,12.13,26,2994.96,7058.19
44.9884,524,12.13,26,2996.12,7055.8
45.1884,524,12.13,26,2997.29,7053.41
45.3887,524,12.13,26,2998.45,7051.02
45.5884,524,12.13,26,2999.62,7048.63
45.7884,524,11.23,26,3000.78,7046.24
45.9887,524,10.33,26,3001.95,7043.85
46.1884,524,9.71,26,3003.11,7041.47
46.3884,524,9.71,26,3004.28,7039.08
46.5887,524,9.71,26,3005.44,7036.69
46.7884,524,9.71,26,3006.61,7034.3
46.9884,524,9.71,26,3007.78,7031.91
47.1887,524,9.71,26,3008.94,7029.52
47.3884,524,9.71,26,3010.11,7027.13
47.5884,524,9.71,26,3011.27,7024.74
47.7887,524,9.71,26,3012.44,7022.35
47.9884,524,9.71,26,3013.6,7019.97
48.1884,524,9.71,26,3014.77,7017.58
48.3887,524,9.71,26,3015.93,7015.19
48.5884,524,9.71,26,3017.1,7012.8
48.7884,524,9.71,26,3018.26,7010.41
48.9887,524,9.71,26,3019.43,7008.02
49.1884,524,9.71,26,3020.59,7005.63
