timestamp,vehicleId,speed,heading,longitude,lattitude
4.1065,376,31.51,23.6,2789.73,7538.4
4.186,18,28.07,23.6,2789.73,7538.4
4.30623,376,31.63,23.6,2791.72,7533.82
4.386,18,28.23,23.6,2791.72,7533.82
4.50623,376,31.78,23.6,2793.72,7529.25
4.58627,18,28.4,23.6,2793.72,7529.25
4.7065,376,31.94,23.6,2795.71,7524.67
4.786,18,28.57,23.6,2795.71,7524.67
4.90623,376,32.08,23.6,2797.71,7520.09
4.986,18,28.71,23.6,2797.71,7520.09
5.10623,376,32.23,23.6,2799.71,7515.51
5.18627,18,28.85,23.6,2799.71,7515.51
5.30691,376,32.4,23.6,2801.7,7510.94
5.386,18,28.98,23.6,2801.7,7510.94
5.50623,376,32.53,23.6,2803.7,7506.36
5.586,18,29.11,23.6,2803.7,7506.36
5.70623,376,32.67,23.6,2805.7,7501.78
5.78627,18,29.25,23.6,2805.7,7501.78
5.9065,376,32.8,23.6,2807.69,7497.2
5.986,18,29.41,23.5,2807.69,7497.2
6.10623,376,32.95,23.6,2809.69,7492.62
6.186,18,29.57,21.9,2809.69,7492.62
6.30623,376,33.07,23.6,2811.69,7488.04
6.38627,18,29.74,21.9,2811.69,7488.04
6.5065,376,33.24,23.6,2813.68,7483.47
6.586,18,29.91,21.9,2813.68,7483.47
6.70623,376,33.28,23.6,2815.68,7478.89
6.786,18,30.03,21.9,2815.68,7478.89
6.90623,376,33.3,23.6,2817.67,7474.31
6.98627,18,30.18,21.9,2817.67,7474.31
7.1065,376,33.29,23,2819.67,7469.74
7.186,18,30.35,21.9,2819.67,7469.74
7.30623,376,33.3,21.9,2821.67,7465.16
7.386,18,30.52,21.9,2821.67,7465.16
7.50623,376,33.33,21.9,2823.66,7460.58
7.58627,18,30.65,21.9,2823.66,7460.58
7.7065,376,33.31,21.9,2825.66,7456
7.786,18,30.8,21.9,2825.66,7456
7.90623,376,33.28,21.9,2827.66,7451.42
7.986,18,30.94,21.9,2827.66,7451.42
8.00901,524,32.99,23.6,2828.65,7449.14
8.10623,376,33.3,21.9,2829.65,7446.85
8.18627,18,31.09,21.9,2829.65,7446.85
8.20874,524,32.83,23.6,2830.65,7444.56
8.3065,376,33.29,21.9,2831.65,7442.27
8.34834,598,30.39,23.6,2831.65,7442.27
8.386,18,31.27,21.9,2831.65,7442.27
8.40874,524,32.63,23.6,2832.64,7439.99
8.50623,376,33.3,21.9,2833.64,7437.7
8.54807,598,30.81,23.6,2833.64,7437.7
8.586,18,31.4,21.9,2833.64,7437.7
8.60901,524,32.44,23.6,2834.64,7435.41
8.70623,376,33.28,21.9,2835.64,7433.11
8.74807,598,31.18,23.6,2835.64,7433.11
8.78627,18,31.55,21.9,2835.64,7433.11
8.80874,524,32.28,23.6,2836.64,7430.82
8.9065,376,33.32,21.9,2837.64,7428.54
8.94834,598,31.6,23.6,2837.64,7428.54
8.986,18,31.7,21.9,2837.64,7428.54
9.00874,524,32.07,23.6,2838.64,7426.25
9.10623,376,33.3,21.9,2839.64,7423.95
9.14807,598,32.11,23.6,2839.64,7423.95
9.186,18,31.81,21.9,2839.64,7423.95
9.20901,524,31.94,23.6,2840.63,7421.67
9.30623,376,33.29,21.9,2841.63,7419.37
9.34807,598,32.63,23.6,2841.63,7419.37
9.38627,18,31.93,21.9,2841.63,7419.37
9.40874,524,31.75,23.6,2842.63,7417.09
9.5065,376,33.3,21.9,2843.63,7414.8
9.54834,598,33.04,23.6,2843.63,7414.8
9.586,18,32.09,21.9,2843.63,7414.8
9.60874,524,31.53,23.6,2844.63,7412.51
9.70623,376,33.29,21.9,2845.62,7410.22
9.74807,598,33.55,23.6,2845.62,7410.22
9.786,18,32.28,21.9,2845.62,7410.22
9.80901,524,31.4,23.6,2846.62,7407.94
9.90623,376,33.29,21.9,2847.62,7405.65
9.94807,598,33.96,23.6,2847.62,7405.65
9.98627,18,32.46,21.9,2847.62,7405.65
10.0087,524,31.24,23.6,2848.62,7403.36
10.1065,376,33.33,21.9,2849.62,7401.07
10.1483,598,34.47,23.6,2849.62,7401.07
10.186,18,32.57,21.9,2849.62,7401.07
10.2087,524,31.08,23.6,2850.56,7398.76
10.3062,376,33.33,21.9,2851.49,7396.44
10.3481,598,34.9,23.6,2851.49,7396.44
10.386,18,32.71,21.9,2851.49,7396.44
10.409,524,30.95,23.6,2852.42,7394.12
10.5062,376,33.28,21.9,2853.36,7391.81
10.5481,598,35.34,23.6,2853.36,7391.81
10.5863,18,32.84,21.9,2853.36,7391.81
10.6087,524,30.75,23.6,2854.29,7389.5
10.7065,376,33.29,21.9,2855.22,7387.18
10.7483,598,35.81,23.6,2855.22,7387.18
10.786,18,32.99,21.9,2855.22,7387.18
10.8087,524,30.6,23.6,2856.15,7384.86
10.9062,376,33.3,21.9,2857.09,7382.55
10.9481,598,35.99,23.6,2857.09,7382.55
10.986,18,33.12,21.9,2857.09,7382.55
11.009,524,30.52,23.6,2858.02,7380.23
11.1062,376,33.29,21.9,2858.95,7377.91
11.1481,598,36.04,23.6,2858.95,7377.91
11.1863,18,33.29,21.9,2858.95,7377.91
11.2087,524,30.34,23.6,2859.89,7375.6
11.3065,376,33.31,21.9,2860.82,7373.29
11.3483,598,36.1,23.6,2860.82,7373.29
11.386,18,33.32,21.9,2860.82,7373.29
11.4087,524,30.2,23.6,2861.75,7370.97
11.5062,376,33.32,21.9,2862.68,7368.65
11.5481,598,36.07,23.6,2862.68,7368.65
11.586,18,33.31,21.9,2862.68,7368.65
11.609,524,30.05,23.6,2863.62,7366.34
11.7062,376,33.29,21.9,2864.55,7364.02
11.7481,598,36.06,23.6,2864.55,7364.02
11.7863,18,33.29,21.9,2864.55,7364.02
11.8087,524,29.94,23.6,2865.48,7361.7
11.9065,376,33.29,21.9,2866.42,7359.39
11.9483,598,36.01,23.6,2866.42,7359.39
11.986,18,33.32,21.9,2866.42,7359.39
12.0087,524,29.81,23.6,2867.35,7357.07
12.1062,376,33.31,21.9,2868.28,7354.75
12.1481,598,35.98,23.6,2868.28,7354.75
12.186,18,33.33,21.9,2868.28,7354.75
12.209,524,29.7,23.6,2869.22,7352.44
12.3062,376,33.32,21.9,2870.15,7350.12
12.3481,598,35.99,23.6,2870.15,7350.12
12.3863,18,33.33,21.9,2870.15,7350.12
