timestamp,vehicleId,speed,heading,longitude,lattitude
9.74807,598,33.55,23.6,2879.77,7317.66
9.78462,450,24.98,23.6,2879.77,7317.66
9.786,18,32.28,21.9,2879.77,7317.66
9.80901,524,31.4,23.6,2881.02,7314.58
9.94807,598,33.96,23.6,2882.26,7311.49
9.98435,450,24.99,23.6,2882.26,7311.49
9.98627,18,32.46,21.9,2882.26,7311.49
10.0087,524,31.24,23.6,2883.5,7308.4
10.1483,598,34.47,23.6,2884.75,7305.31
10.1843,450,24.99,23.6,2884.75,7305.31
10.186,18,32.57,21.9,2884.75,7305.31
10.2087,524,31.08,23.6,2885.99,7302.22
10.3481,598,34.9,23.6,2887.24,7299.13
10.3846,450,24.98,22.9,2887.24,7299.13
10.386,18,32.71,21.9,2887.24,7299.13
10.409,524,30.95,23.6,2888.48,7296.04
10.5481,598,35.34,23.6,2889.72,7292.96
10.5843,450,24.94,22.3,2889.72,7292.96
10.5863,18,32.84,21.9,2889.72,7292.96
10.6087,524,30.75,23.6,2890.97,7289.87
10.7483,598,35.81,23.6,2892.21,7286.78
10.7843,450,24.95,21.9,2892.21,7286.78
10.786,18,32.99,21.9,2892.21,7286.78
10.8087,524,30.6,23.6,2893.45,7283.7
10.9481,598,35.99,23.6,2894.7,7280.61
10.9846,450,25,21.9,2894.7,7280.61
10.986,18,33.12,21.9,2894.7,7280.61
11.009,524,30.52,23.6,2895.94,7277.52
11.1481,598,36.04,23.6,2897.19,7274.43
11.1843,450,25,21.9,2897.19,7274.43
11.1863,18,33.29,21.9,2897.19,7274.43
11.2087,524,30.34,23.6,2898.43,7271.34
11.3483,598,36.1,23.6,2899.67,7268.25
11.3843,450,24.95,21.9,2899.67,7268.25
11.386,18,33.32,21.9,2899.67,7268.25
11.4087,524,30.2,23.6,2900.92,7265.16
11.5481,598,36.07,23.6,2902.16,7262.07
11.5846,450,24.95,21.9,2902.16,7262.07
11.586,18,33.31,21.9,2902.16,7262.07
11.609,524,30.05,23.6,2903.41,7258.98
11.7481,598,36.06,23.6,2904.65,7255.9
11.7843,450,24.99,21.9,2904.65,7255.9
11.7863,18,33.29,21.9,2904.65,7255.9
11.8087,524,29.94,23.6,2905.9,7252.81
11.9483,598,36.01,23.6,2907.14,7249.72
11.9843,450,24.98,21.9,2907.14,7249.72
11.986,18,33.32,21.9,2907.14,7249.72
12.0087,524,29.81,23.6,2908.38,7246.63
12.1481,598,35.98,23.6,2909.63,7243.54
12.1846,450,24.99,21.9,2909.63,7243.54
12.186,18,33.33,21.9,2909.63,7243.54
12.209,524,29.7,23.6,2910.87,7240.46
12.3481,598,35.99,23.6,2912.11,7237.37
12.3843,450,24.97,21.9,2912.11,7237.37
12.3863,18,33.33,21.9,2912.11,7237.37
