timestamp,vehicleId,speed,heading,longitude,lattitude
7.90623,376,33.28,21.9,2788.05,7542.24
7.98462,450,24.97,23.6,2788.05,7542.24
7.986,18,30.94,21.9,2788.05,7542.24
8.10623,376,33.3,21.9,2790.69,7536.2
8.18435,450,24.97,23.6,2790.69,7536.2
8.18628,18,31.09,21.9,2790.69,7536.2
8.3065,376,33.29,21.9,2793.3,7530.2
8.34834,598,30.39,23.6,2793.3,7530.2
8.38435,450,24.97,23.6,2793.3,7530.2
8.386,18,31.27,21.9,2793.3,7530.2
8.50623,376,33.3,21.9,2795.91,7524.22
8.54807,598,30.81,23.6,2795.91,7524.22
8.58462,450,24.98,23.6,2795.91,7524.22
8.586,18,31.4,21.9,2795.91,7524.22
8.70623,376,33.28,21.9,2798.5,7518.29
8.74807,598,31.18,23.6,2798.5,7518.29
8.78435,450,24.99,23.6,2798.5,7518.29
8.78628,18,31.55,21.9,2798.5,7518.29
8.9065,376,33.32,21.9,2801.07,7512.38
8.94834,598,31.6,23.6,2801.07,7512.38
8.98435,450,24.97,23.6,2801.07,7512.38
8.986,18,31.7,21.9,2801.07,7512.38
9.10623,376,33.3,21.9,2803.64,7506.51
9.14807,598,32.11,23.6,2803.64,7506.51
9.18462,450,25,23.6,2803.64,7506.51
9.186,18,31.81,21.9,2803.64,7506.51
9.30623,376,33.29,21.9,2806.18,7500.66
9.34807,598,32.63,23.6,2806.18,7500.66
9.38435,450,24.99,23.6,2806.18,7500.66
9.38628,18,31.93,21.9,2806.18,7500.66
9.5065,376,33.3,21.9,2808.72,7494.85
9.54834,598,33.04,23.6,2808.72,7494.85
9.58435,450,24.94,23.6,2808.72,7494.85
9.586,18,32.09,21.9,2808.72,7494.85
9.70623,376,33.29,21.9,2811.24,7489.08
9.74807,598,33.55,23.6,2811.24,7489.08
9.78462,450,24.98,23.6,2811.24,7489.08
9.786,18,32.28,21.9,2811.24,7489.08
9.90623,376,33.29,21.9,2813.74,7483.33
9.94807,598,33.96,23.6,2813.74,7483.33
9.98435,450,24.99,23.6,2813.74,7483.33
9.98628,18,32.46,21.9,2813.74,7483.33
10.1065,376,33.33,21.9,2816.24,7477.61
10.1483,598,34.47,23.6,2816.24,7477.61
10.1843,450,24.99,23.6,2816.24,7477.61
10.186,18,32.57,21.9,2816.24,7477.61
10.3062,376,33.33,21.9,2818.72,7471.92
10.3481,598,34.9,23.6,2818.72,7471.92
10.3846,450,24.98,22.9,2818.72,7471.92
10.386,18,32.71,21.9,2818.72,7471.92
10.5062,376,33.28,21.9,2821.19,7466.26
10.5481,598,35.34,23.6,2821.19,7466.26
10.5843,450,24.94,22.3,2821.19,7466.26
10.5863,18,32.84,21.9,2821.19,7466.26
10.7065,376,33.29,21.9,2823.64,7460.63
10.7483,598,35.81,23.6,2823.64,7460.63
10.7843,450,24.95,21.9,2823.64,7460.63
10.786,18,32.99,21.9,2823.64,7460.63
10.9062,376,33.3,21.9,2826.09,7455.02
10.9481,598,35.99,23.6,2826.09,7455.02
10.9846,450,25,21.9,2826.09,7455.02
10.986,18,33.12,21.9,2826.09,7455.02
11.1062,376,33.29,21.9,2828.52,7449.44
11.1481,598,36.04,23.6,2828.52,7449.44
11.1843,450,25,21.9,2828.52,7449.44
11.1863,18,33.29,21.9,2828.52,7449.44
11.3065,376,33.31,21.9,2830.94,7443.88
11.3483,598,36.1,23.6,2830.94,7443.88
11.3843,450,24.95,21.9,2830.94,7443.88
11.386,18,33.32,21.9,2830.94,7443.88
11.5062,376,33.32,21.9,2833.36,7438.35
11.5481,598,36.07,23.6,2833.36,7438.35
11.5846,450,24.95,21.9,2833.36,7438.35
11.586,18,33.31,21.9,2833.36,7438.35
11.7062,376,33.29,21.9,2835.76,7432.85
11.7481,598,36.06,23.6,2835.76,7432.85
11.7843,450,24.99,21.9,2835.76,7432.85
11.7863,18,33.29,21.9,2835.76,7432.85
11.9065,376,33.29,21.9,2838.15,7427.37
11.9483,598,36.01,23.6,2838.15,7427.37
11.9843,450,24.98,21.9,2838.15,7427.37
11.986,18,33.32,21.9,2838.15,7427.37
12.1062,376,33.31,21.9,2840.53,7421.91
12.1481,598,35.98,23.6,2840.53,7421.91
12.1846,450,24.99,21.9,2840.53,7421.91
12.186,18,33.33,21.9,2840.53,7421.91
12.3062,376,33.32,21.9,2842.9,7416.47
12.3481,598,35.99,23.6,2842.9,7416.47
12.3843,450,24.97,21.9,2842.9,7416.47
12.3863,18,33.33,21.9,2842.9,7416.47
