Time,VehicleID,Speed,AlertReceived,AlertType,SenderID,DrowsinessLevel,ReactionTime,Distance,Action
8.106,normal_flow.2,0.000,Yes,Critical,drowsy_driver,1.000,2.500,8031.206,Ignored
8.246,normal_flow.2,0.257,Yes,Critical,drowsy_driver,1.000,2.500,8031.187,Ignored
8.306,normal_flow.2,0.508,Yes,Critical,drowsy_driver,1.000,2.500,8031.151,Ignored
8.446,normal_flow.2,0.750,Yes,Critical,drowsy_driver,1.000,2.500,8031.096,Ignored
8.506,normal_flow.2,1.008,Yes,Critical,drowsy_driver,1.000,2.500,8031.023,Ignored
8.646,normal_flow.2,1.222,Yes,Critical,drowsy_driver,1.000,2.500,8030.935,Ignored
8.706,normal_flow.2,1.481,Yes,Critical,drowsy_driver,1.000,2.500,8030.827,Ignored
8.846,normal_flow.2,1.681,Yes,Critical,drowsy_driver,1.000,2.500,8030.705,Ignored
8.906,normal_flow.2,1.901,Yes,Critical,drowsy_driver,1.000,2.500,8030.567,Ignored
9.046,normal_flow.2,2.105,Yes,Critical,drowsy_driver,1.000,2.500,8030.415,Ignored
9.106,normal_flow.2,2.262,Yes,Critical,drowsy_driver,1.000,2.500,8030.251,Ignored
9.246,normal_flow.2,2.489,Yes,Critical,drowsy_driver,1.000,2.500,8030.070,Ignored
9.306,normal_flow.2,2.644,Yes,Critical,drowsy_driver,1.000,2.500,8029.879,Ignored
9.446,normal_flow.2,2.843,Yes,Critical,drowsy_driver,1.000,2.500,8029.673,Ignored
9.506,normal_flow.2,3.094,Yes,Critical,drowsy_driver,1.000,2.500,8029.448,Ignored
9.646,normal_flow.2,3.227,Yes,Critical,drowsy_driver,1.000,2.500,8029.214,Ignored
9.706,normal_flow.2,3.400,Yes,Critical,drowsy_driver,1.000,2.500,8028.968,Ignored
9.846,normal_flow.2,3.651,Yes,Critical,drowsy_driver,1.000,2.500,8028.703,Ignored
9.906,normal_flow.2,3.882,Yes,Critical,drowsy_driver,1.000,2.500,8028.422,Ignored
10.046,normal_flow.2,4.043,Yes,Critical,drowsy_driver,1.000,2.500,8028.129,Ignored
10.106,normal_flow.2,4.226,Yes,Critical,drowsy_driver,1.000,2.500,8027.823,Ignored
10.246,normal_flow.2,4.390,Yes,Critical,drowsy_driver,1.000,2.500,8027.505,Ignored
10.306,normal_flow.2,4.552,Yes,Critical,drowsy_driver,1.000,2.500,8027.175,Ignored
10.446,normal_flow.2,4.723,Yes,Critical,drowsy_driver,1.000,2.500,8026.833,Ignored
10.506,normal_flow.2,4.865,Yes,Critical,drowsy_driver,1.000,2.500,8026.480,Ignored
10.646,normal_flow.2,5.059,Yes,Critical,drowsy_driver,1.000,2.500,8026.113,Ignored
10.706,normal_flow.2,5.285,Yes,Critical,drowsy_driver,1.000,2.500,8025.731,Ignored
10.846,normal_flow.2,5.452,Yes,Critical,drowsy_driver,1.000,2.500,8025.336,Ignored
10.906,normal_flow.2,5.611,Yes,Critical,drowsy_driver,1.000,2.500,8024.929,Ignored
11.046,normal_flow.2,5.789,Yes,Critical,drowsy_driver,1.000,2.500,8024.510,Ignored
11.106,normal_flow.2,6.009,Yes,Critical,drowsy_driver,1.000,2.500,8024.074,Ignored
11.246,normal_flow.2,6.203,Yes,Critical,drowsy_driver,1.000,2.500,8023.625,Ignored
11.306,normal_flow.2,6.455,Yes,Critical,drowsy_driver,1.000,2.500,8023.157,Ignored
11.446,normal_flow.2,6.616,Yes,Critical,drowsy_driver,1.000,2.500,8022.678,Ignored
11.506,normal_flow.2,6.849,Yes,Critical,drowsy_driver,1.000,2.500,8022.182,Ignored
11.646,normal_flow.2,7.092,Yes,Critical,drowsy_driver,1.000,2.500,8021.669,Ignored
11.706,normal_flow.2,7.346,Yes,Critical,drowsy_driver,1.000,2.500,8021.137,Ignored
11.846,normal_flow.2,7.520,Yes,Critical,drowsy_driver,1.000,2.500,8020.592,Ignored
11.906,normal_flow.2,7.772,Yes,Critical,drowsy_driver,1.000,2.500,8020.029,Ignored
12.078,normal_flow.2,8.012,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.178,normal_flow.2,8.224,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.278,normal_flow.2,8.422,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.378,normal_flow.2,8.625,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.478,normal_flow.2,8.803,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.578,normal_flow.2,9.010,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.678,normal_flow.2,9.180,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.778,normal_flow.2,9.414,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.878,normal_flow.2,9.558,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.978,normal_flow.2,9.800,No,N/A,N/A,N/A,N/A,N/A,NoAlert
13.078,normal_flow.2,9.942,No,N/A,N/A,N/A,N/A,N/A,NoAlert
