Time,VehicleID,Speed,AlertReceived,AlertType,SenderID,DrowsinessLevel,ReactionTime,Distance,Action
10.646,normal_flow.3,0.000,Yes,Critical,drowsy_driver,1.000,2.500,8031.205,Ignored
10.706,normal_flow.3,0.248,Yes,Critical,drowsy_driver,1.000,2.500,8031.187,Ignored
10.846,normal_flow.3,0.499,Yes,Critical,drowsy_driver,1.000,2.500,8031.151,Ignored
10.906,normal_flow.3,0.729,Yes,Critical,drowsy_driver,1.000,2.500,8031.098,Ignored
11.046,normal_flow.3,0.978,Yes,Critical,drowsy_driver,1.000,2.500,8031.027,Ignored
11.106,normal_flow.3,1.220,Yes,Critical,drowsy_driver,1.000,2.500,8030.939,Ignored
11.246,normal_flow.3,1.458,Yes,Critical,drowsy_driver,1.000,2.500,8030.833,Ignored
11.306,normal_flow.3,1.716,Yes,Critical,drowsy_driver,1.000,2.500,8030.709,Ignored
11.446,normal_flow.3,1.914,Yes,Critical,drowsy_driver,1.000,2.500,8030.570,Ignored
11.573,normal_flow.3,2.152,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.673,normal_flow.3,2.323,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.773,normal_flow.3,2.468,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.873,normal_flow.3,2.644,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.973,normal_flow.3,2.847,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.073,normal_flow.3,3.104,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.173,normal_flow.3,3.362,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.273,normal_flow.3,3.577,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.373,normal_flow.3,3.714,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.473,normal_flow.3,3.896,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.573,normal_flow.3,4.149,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.673,normal_flow.3,4.279,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.773,normal_flow.3,4.521,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.873,normal_flow.3,4.779,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.973,normal_flow.3,4.993,No,N/A,N/A,N/A,N/A,N/A,NoAlert
13.073,normal_flow.3,5.150,No,N/A,N/A,N/A,N/A,N/A,NoAlert
13.173,normal_flow.3,5.293,No,N/A,N/A,N/A,N/A,N/A,NoAlert
13.273,normal_flow.3,5.436,No,N/A,N/A,N/A,N/A,N/A,NoAlert
13.373,normal_flow.3,5.644,No,N/A,N/A,N/A,N/A,N/A,NoAlert
13.473,normal_flow.3,5.828,No,N/A,N/A,N/A,N/A,N/A,NoAlert
13.573,normal_flow.3,5.960,No,N/A,N/A,N/A,N/A,N/A,NoAlert
13.673,normal_flow.3,6.130,No,N/A,N/A,N/A,N/A,N/A,NoAlert
13.773,normal_flow.3,6.301,No,N/A,N/A,N/A,N/A,N/A,NoAlert
13.873,normal_flow.3,6.492,No,N/A,N/A,N/A,N/A,N/A,NoAlert
13.973,normal_flow.3,6.655,No,N/A,N/A,N/A,N/A,N/A,NoAlert
14.073,normal_flow.3,6.837,No,N/A,N/A,N/A,N/A,N/A,NoAlert
14.173,normal_flow.3,7.002,No,N/A,N/A,N/A,N/A,N/A,NoAlert
14.273,normal_flow.3,7.242,No,N/A,N/A,N/A,N/A,N/A,NoAlert
14.373,normal_flow.3,7.414,No,N/A,N/A,N/A,N/A,N/A,NoAlert
14.473,normal_flow.3,7.668,No,N/A,N/A,N/A,N/A,N/A,NoAlert
14.573,normal_flow.3,7.927,No,N/A,N/A,N/A,N/A,N/A,NoAlert
14.673,normal_flow.3,8.111,No,N/A,N/A,N/A,N/A,N/A,NoAlert
14.773,normal_flow.3,8.333,No,N/A,N/A,N/A,N/A,N/A,NoAlert
14.873,normal_flow.3,8.479,No,N/A,N/A,N/A,N/A,N/A,NoAlert
14.973,normal_flow.3,8.689,No,N/A,N/A,N/A,N/A,N/A,NoAlert
15.073,normal_flow.3,8.900,No,N/A,N/A,N/A,N/A,N/A,NoAlert
15.173,normal_flow.3,9.044,No,N/A,N/A,N/A,N/A,N/A,NoAlert
15.273,normal_flow.3,9.185,No,N/A,N/A,N/A,N/A,N/A,NoAlert
15.373,normal_flow.3,9.318,No,N/A,N/A,N/A,N/A,N/A,NoAlert
15.473,normal_flow.3,9.533,No,N/A,N/A,N/A,N/A,N/A,NoAlert
15.573,normal_flow.3,9.770,No,N/A,N/A,N/A,N/A,N/A,NoAlert
15.673,normal_flow.3,10.014,No,N/A,N/A,N/A,N/A,N/A,NoAlert
15.773,normal_flow.3,10.219,No,N/A,N/A,N/A,N/A,N/A,NoAlert
15.873,normal_flow.3,10.473,No,N/A,N/A,N/A,N/A,N/A,NoAlert
15.973,normal_flow.3,10.730,No,N/A,N/A,N/A,N/A,N/A,NoAlert
16.073,normal_flow.3,10.954,No,N/A,N/A,N/A,N/A,N/A,NoAlert
16.173,normal_flow.3,11.190,No,N/A,N/A,N/A,N/A,N/A,NoAlert
16.273,normal_flow.3,11.432,No,N/A,N/A,N/A,N/A,N/A,NoAlert
16.373,normal_flow.3,11.641,No,N/A,N/A,N/A,N/A,N/A,NoAlert
16.473,normal_flow.3,11.869,No,N/A,N/A,N/A,N/A,N/A,NoAlert
