Time,VehicleID,Speed,AlertReceived,AlertType,SenderID,DrowsinessLevel,ReactionTime,Distance,Action
5.506,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,127.946,CriticalSpeedReduction
5.632,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
5.646,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,130.793,CriticalSpeedReduction
5.706,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,133.648,CriticalSpeedReduction
5.832,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
5.846,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,136.515,CriticalSpeedReduction
5.906,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,139.389,CriticalSpeedReduction
6.032,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
6.046,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,142.285,CriticalSpeedReduction
6.106,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,145.204,CriticalSpeedReduction
6.232,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
6.246,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,148.143,CriticalSpeedReduction
6.306,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,151.099,CriticalSpeedReduction
6.432,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
6.446,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,154.076,CriticalSpeedReduction
6.506,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,157.066,CriticalSpeedReduction
6.632,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
6.646,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,160.063,CriticalSpeedReduction
6.706,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,163.074,CriticalSpeedReduction
6.832,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
6.846,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,166.104,CriticalSpeedReduction
6.906,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,169.148,CriticalSpeedReduction
7.032,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
7.046,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,172.205,CriticalSpeedReduction
7.106,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,175.289,CriticalSpeedReduction
7.232,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
7.246,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,178.379,CriticalSpeedReduction
7.306,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,181.487,CriticalSpeedReduction
7.432,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
7.446,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,184.613,CriticalSpeedReduction
7.506,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,187.750,CriticalSpeedReduction
7.632,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
7.646,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,190.906,CriticalSpeedReduction
7.706,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,194.072,CriticalSpeedReduction
7.832,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
7.846,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,197.244,CriticalSpeedReduction
7.906,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,200.425,CriticalSpeedReduction
8.032,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
8.046,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,203.621,CriticalSpeedReduction
8.106,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,206.842,CriticalSpeedReduction
8.232,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
8.246,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,210.083,CriticalSpeedReduction
8.306,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,213.334,CriticalSpeedReduction
8.432,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
8.446,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,216.606,CriticalSpeedReduction
8.506,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,219.889,CriticalSpeedReduction
8.632,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
8.646,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,223.184,CriticalSpeedReduction
8.706,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,226.499,CriticalSpeedReduction
8.832,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
8.846,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,229.811,CriticalSpeedReduction
8.906,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,233.135,CriticalSpeedReduction
9.032,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
9.046,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,236.459,CriticalSpeedReduction
9.106,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,239.772,CriticalSpeedReduction
9.232,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
9.246,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,243.100,CriticalSpeedReduction
9.306,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,246.412,CriticalSpeedReduction
9.432,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
9.446,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,249.736,CriticalSpeedReduction
9.506,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,253.061,CriticalSpeedReduction
9.632,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
9.646,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,256.383,CriticalSpeedReduction
9.706,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,259.712,CriticalSpeedReduction
9.832,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
9.846,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,263.031,CriticalSpeedReduction
9.906,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,266.352,CriticalSpeedReduction
10.032,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
10.046,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,269.676,CriticalSpeedReduction
10.106,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,272.994,CriticalSpeedReduction
10.232,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
10.246,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,276.309,CriticalSpeedReduction
10.306,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,279.626,CriticalSpeedReduction
10.432,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
10.446,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,282.938,CriticalSpeedReduction
10.506,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,286.252,CriticalSpeedReduction
10.632,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
10.646,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,289.579,CriticalSpeedReduction
10.706,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,292.908,CriticalSpeedReduction
10.832,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
10.846,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,296.232,CriticalSpeedReduction
10.906,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,299.553,CriticalSpeedReduction
11.032,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.046,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,302.870,CriticalSpeedReduction
11.106,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,306.189,CriticalSpeedReduction
11.232,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.246,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,309.504,CriticalSpeedReduction
11.306,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,312.828,CriticalSpeedReduction
11.432,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.446,normal_flow.0,0.000,Yes,Critical,drowsy_driver,1.000,2.500,316.159,CriticalSpeedReduction
11.632,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.732,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.832,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.932,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.032,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.132,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.232,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.332,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.432,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.532,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.632,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.732,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.832,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.932,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
13.032,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
13.132,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
13.232,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
13.332,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
13.432,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
13.532,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
13.632,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
13.732,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
13.832,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
13.932,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
14.032,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
14.132,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
14.232,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
14.332,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
14.432,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
14.532,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
14.632,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
14.732,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
14.832,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
14.932,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
15.032,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
15.132,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
15.232,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
15.332,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
15.432,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
15.532,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
15.632,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
15.732,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
15.832,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
15.932,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
16.032,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
16.132,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
16.232,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
16.332,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
16.432,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
16.532,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
16.632,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
16.732,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
16.832,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
16.932,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
17.032,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
17.132,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
17.232,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
17.332,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
17.432,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
17.532,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
17.632,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
17.732,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
17.832,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
17.932,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
18.032,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
18.132,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
18.232,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
18.332,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
18.432,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
18.532,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
18.632,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
18.732,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
18.832,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
18.932,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
19.032,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
19.132,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
19.232,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
19.332,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
19.432,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
19.532,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
19.632,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
19.732,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
19.832,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
19.932,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
20.032,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
20.132,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
20.232,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
20.332,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
20.432,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
20.532,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
20.632,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
20.732,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
20.832,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
20.932,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
21.032,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
21.132,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
21.232,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
21.332,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
21.432,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
21.532,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
21.632,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
21.732,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
21.832,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
21.932,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
22.032,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
22.132,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
22.232,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
22.332,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
22.432,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
22.532,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
22.632,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
22.732,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
22.832,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
22.932,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
23.032,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
23.132,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
23.232,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
23.332,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
23.432,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
23.532,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
23.632,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
23.732,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
23.832,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
23.932,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
24.032,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
24.132,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
24.232,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
24.332,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
24.432,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
24.532,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
24.632,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
24.732,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
24.832,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
24.932,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
25.032,normal_flow.0,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
