Time,VehicleID,Speed,AlertReceived,AlertType,SenderID,DrowsinessLevel,ReactionTime,Distance,Action
9.306,normal_flow.1,0.000,Yes,Critical,drowsy_driver,0.981,2.462,247.159,CriticalSpeedReduction
9.446,normal_flow.1,0.000,Yes,Critical,drowsy_driver,0.964,2.427,250.480,CriticalSpeedReduction
9.506,normal_flow.1,0.000,Yes,Critical,drowsy_driver,0.976,2.452,253.804,CriticalSpeedReduction
9.646,normal_flow.1,0.000,Yes,Critical,drowsy_driver,1.000,2.500,257.128,CriticalSpeedReduction
9.706,normal_flow.1,0.000,Yes,Critical,drowsy_driver,0.982,2.464,260.450,CriticalSpeedReduction
9.846,normal_flow.1,0.000,Yes,Critical,drowsy_driver,1.000,2.500,263.763,CriticalSpeedReduction
9.906,normal_flow.1,0.000,Yes,Critical,drowsy_driver,1.000,2.500,267.088,CriticalSpeedReduction
10.046,normal_flow.1,0.000,Yes,Critical,drowsy_driver,1.000,2.500,270.416,CriticalSpeedReduction
10.106,normal_flow.1,0.000,Yes,Critical,drowsy_driver,1.000,2.500,273.744,CriticalSpeedReduction
10.246,normal_flow.1,0.000,Yes,Critical,drowsy_driver,1.000,2.500,277.067,CriticalSpeedReduction
10.306,normal_flow.1,0.000,Yes,Critical,drowsy_driver,1.000,2.500,280.388,CriticalSpeedReduction
10.446,normal_flow.1,0.000,Yes,Critical,drowsy_driver,0.988,2.475,283.716,CriticalSpeedReduction
10.506,normal_flow.1,0.000,Yes,Critical,drowsy_driver,1.000,2.500,287.041,CriticalSpeedReduction
10.646,normal_flow.1,0.000,Yes,Critical,drowsy_driver,0.983,2.465,290.358,CriticalSpeedReduction
10.706,normal_flow.1,0.000,Yes,Critical,drowsy_driver,1.000,2.500,293.679,CriticalSpeedReduction
10.846,normal_flow.1,0.000,Yes,Critical,drowsy_driver,0.976,2.453,297.009,CriticalSpeedReduction
10.906,normal_flow.1,0.000,Yes,Critical,drowsy_driver,1.000,2.500,300.337,CriticalSpeedReduction
11.046,normal_flow.1,0.000,Yes,Critical,drowsy_driver,1.000,2.500,303.665,CriticalSpeedReduction
11.106,normal_flow.1,0.000,Yes,Critical,drowsy_driver,0.983,2.466,306.989,CriticalSpeedReduction
11.246,normal_flow.1,0.000,Yes,Critical,drowsy_driver,0.992,2.484,310.305,CriticalSpeedReduction
11.306,normal_flow.1,0.000,Yes,Critical,drowsy_driver,0.977,2.453,313.625,CriticalSpeedReduction
11.446,normal_flow.1,0.000,Yes,Critical,drowsy_driver,1.000,2.500,316.958,CriticalSpeedReduction
11.575,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.675,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.775,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.875,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.975,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.075,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.175,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.275,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.375,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.475,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.575,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.675,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.775,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.875,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.975,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
13.075,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
13.175,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
13.275,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
13.375,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
13.475,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
13.575,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
13.675,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
13.775,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
13.875,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
13.975,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
14.075,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
14.175,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
14.275,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
14.375,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
14.475,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
14.575,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
14.675,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
14.775,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
14.875,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
14.975,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
15.075,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
15.175,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
15.275,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
15.375,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
15.475,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
15.575,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
15.675,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
15.775,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
15.875,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
15.975,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
16.075,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
16.175,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
16.275,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
16.375,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
16.475,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
16.575,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
16.675,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
16.775,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
16.875,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
16.975,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
17.075,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
17.175,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
17.275,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
17.375,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
17.475,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
17.575,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
17.675,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
17.775,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
17.875,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
17.975,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
18.075,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
18.175,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
18.275,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
18.375,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
18.475,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
18.575,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
18.675,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
18.775,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
18.875,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
18.975,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
19.075,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
19.175,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
19.275,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
19.375,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
19.475,normal_flow.1,0.000,No,N/A,N/A,N/A,N/A,N/A,NoAlert
