Time,VehicleID,Speed,PositionX,PositionY,DetectedObjects,TTC,SubCauseCode,DangerVehicleID
40.286,vehA,1.956,3168.254,6702.933,0,N/A,0,N/A
40.386,vehA,1.506,3168.320,6702.798,0,N/A,0,N/A
40.486,vehA,1.056,3168.366,6702.703,0,N/A,0,N/A
40.586,vehA,0.617,3168.394,6702.647,0,N/A,0,N/A
40.686,vehA,0.190,3168.402,6702.630,0,N/A,0,N/A
40.786,vehA,0.001,3168.402,6702.630,0,N/A,0,N/A
40.886,vehA,0.000,3168.402,6702.630,0,N/A,0,N/A
40.986,vehA,0.000,3168.402,6702.630,0,N/A,0,N/A
41.086,vehA,0.000,3168.402,6702.630,0,N/A,0,N/A
41.186,vehA,0.000,3168.402,6702.630,0,N/A,0,N/A
41.286,vehA,0.000,3168.402,6702.630,0,N/A,0,N/A
41.386,vehA,0.000,3168.402,6702.630,0,N/A,0,N/A
41.486,vehA,0.000,3168.402,6702.630,0,N/A,0,N/A
41.586,vehA,0.000,3168.402,6702.630,0,N/A,0,N/A
41.686,vehA,0.000,3168.402,6702.630,0,N/A,0,N/A
41.786,vehA,0.099,3168.406,6702.621,0,N/A,0,N/A
41.886,vehA,0.196,3168.415,6702.603,0,N/A,0,N/A
41.986,vehA,0.287,3168.427,6702.578,0,N/A,0,N/A
42.086,vehA,0.384,3168.444,6702.543,0,N/A,0,N/A
42.186,vehA,0.468,3168.465,6702.501,0,N/A,0,N/A
42.286,vehA,0.563,3168.489,6702.451,0,N/A,0,N/A
42.386,vehA,0.642,3168.518,6702.393,0,N/A,0,N/A
42.486,vehA,0.711,3168.549,6702.329,0,N/A,0,N/A
42.586,vehA,0.796,3168.584,6702.257,0,N/A,0,N/A
42.686,vehA,0.887,3168.623,6702.178,0,N/A,0,N/A
42.786,vehA,0.979,3168.665,6702.090,0,N/A,0,N/A
42.886,vehA,1.043,3168.711,6701.996,0,N/A,0,N/A
42.986,vehA,1.102,3168.759,6701.897,0,N/A,0,N/A
43.086,vehA,1.195,3168.812,6701.790,0,N/A,0,N/A
43.186,vehA,1.247,3168.867,6701.678,0,N/A,0,N/A
43.286,vehA,1.302,3168.924,6701.560,0,N/A,0,N/A
43.386,vehA,1.384,3168.984,6701.436,0,N/A,0,N/A
43.486,vehA,1.449,3169.048,6701.306,0,N/A,0,N/A
43.586,vehA,1.547,3169.116,6701.167,0,N/A,0,N/A
43.686,vehA,1.606,3169.186,6701.023,0,N/A,0,N/A
43.786,vehA,1.684,3169.260,6700.871,0,N/A,0,N/A
43.886,vehA,1.768,3169.337,6700.712,0,N/A,0,N/A
43.986,vehA,1.824,3169.417,6700.548,0,N/A,0,N/A
44.086,vehA,1.923,3169.502,6700.376,0,N/A,0,N/A
44.186,vehA,1.994,3169.589,6700.196,0,N/A,0,N/A
44.286,vehA,2.048,3169.679,6700.012,0,N/A,0,N/A
44.386,vehA,2.121,3169.772,6699.822,0,N/A,0,N/A
44.486,vehA,2.181,3169.867,6699.626,0,N/A,0,N/A
44.586,vehA,2.279,3169.967,6699.421,0,N/A,0,N/A
44.686,vehA,2.367,3170.071,6699.208,0,N/A,0,N/A
44.786,vehA,2.446,3170.178,6698.988,0,N/A,0,N/A
44.886,vehA,2.533,3170.289,6698.761,0,N/A,0,N/A
44.986,vehA,2.584,3170.403,6698.528,0,N/A,0,N/A
45.086,vehA,2.653,3170.519,6698.290,0,N/A,0,N/A
45.186,vehA,2.739,3170.639,6698.044,0,N/A,0,N/A
45.286,vehA,2.836,3170.763,6697.789,0,N/A,0,N/A
45.386,vehA,2.902,3170.891,6697.528,0,N/A,0,N/A
45.486,vehA,2.953,3171.020,6697.263,0,N/A,0,N/A
45.586,vehA,3.024,3171.153,6696.991,0,N/A,0,N/A
45.686,vehA,3.085,3171.288,6696.714,0,N/A,0,N/A
45.786,vehA,3.143,3171.426,6696.431,0,N/A,0,N/A
45.886,vehA,3.238,3171.568,6696.140,0,N/A,0,N/A
45.986,vehA,3.331,3171.714,6695.841,0,N/A,0,N/A
46.086,vehA,3.386,3171.862,6695.536,0,N/A,0,N/A
46.186,vehA,3.445,3172.013,6695.227,0,N/A,0,N/A
46.286,vehA,3.538,3172.168,6694.909,0,N/A,0,N/A
46.386,vehA,3.630,3172.328,6694.583,0,N/A,0,N/A
46.486,vehA,3.688,3172.489,6694.251,0,N/A,0,N/A
46.586,vehA,3.744,3172.653,6693.915,0,N/A,0,N/A
46.686,vehA,3.826,3172.821,6693.571,0,N/A,0,N/A
46.786,vehA,3.907,3172.992,6693.220,0,N/A,0,N/A
