Time,SenderSumoID,SenderStationID,OffenderSumoID,OffenderStationID,DetectedSpeed,PosX,PosY,ViolationType
10.386,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
10.486,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
10.586,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
10.686,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
10.786,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
10.886,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
10.986,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
11.086,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
11.186,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
11.286,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
11.386,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
11.486,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
11.586,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
11.686,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
11.786,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
11.886,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
11.986,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
12.086,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
12.186,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
12.286,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
12.386,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
12.486,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
12.586,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
12.686,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
12.786,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
12.886,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
12.986,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
13.086,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
13.186,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
13.286,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
13.386,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
13.486,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
13.586,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
13.686,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
13.786,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
13.886,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
13.986,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
14.086,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
14.186,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
14.286,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
14.386,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
14.486,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
14.586,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
14.686,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
14.786,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
14.886,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
14.986,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
15.086,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
15.186,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
15.286,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
15.386,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
15.486,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
15.586,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
15.686,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
15.786,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
15.886,veh0,18,450,veh2,33.250,2912.260,7254.140,Critical
