Time,SenderSumoID,SenderStationID,OffenderSumoID,OffenderStationID,DetectedSpeed,PosX,PosY,ViolationType
15.483,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
15.583,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
15.683,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
15.783,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
15.883,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
15.983,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
16.083,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
16.183,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
16.283,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
16.383,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
16.483,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
16.583,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
16.683,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
16.783,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
16.883,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
16.983,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
17.083,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
17.183,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
17.283,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
17.383,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
17.483,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
17.583,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
17.683,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
17.783,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
17.883,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
17.983,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
18.083,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
18.183,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
18.283,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
18.383,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
18.483,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
18.583,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
18.683,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
18.783,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
18.883,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
18.983,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
19.083,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
19.183,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
19.283,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
19.383,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
19.483,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
19.583,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
19.683,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
19.783,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
19.883,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
19.983,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
20.083,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
20.183,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
20.283,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
20.383,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
20.483,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
20.583,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
20.683,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
20.783,veh2,450,524,veh3,38.590,2832.240,7432.920,Critical
