timestamp,vehicleId,speed,heading,longitude,latitude
18.2648,91,33.27,21.9,-8634660,443419130
18.273,667,15.16,23.6,-8647730,443398130
18.2895,813,5.27,23.6,-8650520,443393850
18.2922,448,29.91,21.9,-8638830,443412230
18.3626,521,25.06,22.5,-8642390,443406340
18.3783,594,20.27,23.6,-8645310,443401840
18.3969,740,10.68,23.6,-8649350,443395640
18.473,667,15.51,23.6,-8647560,443398380
18.4892,813,5.68,23.6,-8650460,443393940
18.4919,448,30.34,21.9,-8638530,443412730
18.5624,521,25.48,21.9,-8642130,443406760
18.5785,594,20.63,23.6,-8645090,443402170
18.5969,740,11,23.6,-8649230,443395820
18.6732,667,15.91,23.6,-8647390,443398640
18.6892,813,6.13,23.6,-8650390,443394040
18.6919,448,30.68,21.9,-8638230,443413240
18.7624,521,25.96,21.9,-8641880,443407190
18.7783,594,20.95,23.6,-8644870,443402510
18.7972,740,11.33,23.6,-8649110,443396010
18.873,667,16.41,23.6,-8647220,443398900
18.8895,813,6.55,23.6,-8650320,443394140
18.8922,448,31.08,21.9,-8637920,443413750
18.9626,521,26.4,21.9,-8641610,443407620
18.9783,594,21.3,23.6,-8644650,443402860
18.9969,740,11.75,23.6,-8648990,443396200
19.073,667,16.84,23.6,-8647040,443399180
19.0892,813,7.06,23.6,-8650250,443394250
19.0919,448,31.46,21.9,-8637600,443414270
