timestamp,vehicleId,speed,heading,longitude,latitude
8.16263,521,5.26,23.6,-8650510,443393850
8.18628,18,32.75,21.9,-8640260,443410600
8.2648,91,15.44,23.6,-8647580,443398350
8.29188,448,10.49,23.6,-8649370,443395600
8.36236,521,5.65,23.6,-8650460,443393940
8.386,18,33.12,21.9,-8639930,443411140
8.46507,91,15.83,23.6,-8647420,443398600
8.49188,448,10.94,23.6,-8649260,443395780
8.56236,521,5.94,23.6,-8650390,443394040
8.586,18,33.2,21.9,-8639600,443411690
8.6648,91,16.28,23.6,-8647250,443398870
8.69215,448,11.29,23.6,-8649140,443395960
8.76263,521,6.27,23.6,-8650330,443394140
8.78628,18,33.15,21.9,-8639260,443412240
8.8648,91,16.7,23.6,-8647070,443399140
8.89188,448,11.64,23.6,-8649020,443396150
8.96236,521,6.69,23.6,-8650260,443394240
8.986,18,33.21,21.9,-8638930,443412790
9.06507,91,17.03,23.6,-8646890,443399410
9.09188,448,12.11,23.6,-8648890,443396350
9.16236,521,7.17,23.6,-8650180,443394360
9.186,18,33.26,21.9,-8638600,443413340
9.2648,91,17.37,23.6,-8646710,443399700
9.29215,448,12.51,23.6,-8648760,443396550
9.36263,521,7.46,23.6,-8650100,443394480
9.38628,18,33.21,21.9,-8638270,443413890
9.4648,91,17.71,23.6,-8646520,443399980
9.49188,448,12.93,23.6,-8648620,443396760
9.56236,521,7.93,23.6,-8650020,443394610
9.586,18,33.21,21.9,-8637940,443414430
9.66507,91,18.12,23.6,-8646330,443400280
9.69188,448,13.37,23.6,-8648480,443396970
9.76236,521,8.29,23.6,-8649930,443394740
9.786,18,33.32,21.9,-8637610,443414980
9.8648,91,18.5,23.6,-8646130,443400580
9.89215,448,13.78,23.6,-8648330,443397200
9.96263,521,8.62,23.6,-8649840,443394880
9.98628,18,33.14,21.9,-8637280,443415530
10.0648,91,18.84,23.6,-8645930,443400880
10.0919,448,14.18,23.6,-8648180,443397430
10.1624,521,8.96,23.6,-8649750,443395020
10.186,18,33.24,21.9,-8636940,443416080
10.2651,91,19.25,23.6,-8645730,443401200
10.2919,448,14.57,23.6,-8648030,443397660
10.3624,521,9.43,23.6,-8649650,443395180
10.386,18,33.26,21.9,-8636610,443416630
10.4648,91,19.68,23.6,-8645520,443401520
10.4922,448,14.9,23.6,-8647870,443397900
10.5626,521,9.8,23.6,-8649550,443395330
10.5863,18,33.17,21.9,-8636280,443417180
10.6648,91,20.04,23.6,-8645310,443401840
10.6919,448,15.24,23.6,-8647710,443398150
10.7624,521,10.11,23.6,-8649440,443395500
10.786,18,33.27,21.9,-8635950,443417730
10.8651,91,20.51,23.6,-8645090,443402170
10.8732,667,0.5,23.6,-8650900,443393250
10.8919,448,15.69,23.6,-8647550,443398400
10.9624,521,10.45,23.6,-8649330,443395670
10.986,18,33.17,21.9,-8635620,443418280
11.0648,91,21,23.6,-8644870,443402510
11.073,667,0.98,23.6,-8650890,443393270
11.0922,448,16.07,23.6,-8647380,443398670
11.1626,521,10.81,23.6,-8649220,443395840
11.1863,18,33.12,21.9,-8635290,443418820
11.2648,91,21.4,23.6,-8644640,443402860
11.273,667,1.46,23.6,-8650880,443393290
11.2919,448,16.49,23.6,-8647200,443398930
11.3624,521,11.11,23.6,-8649100,443396020
11.386,18,33.17,21.9,-8634960,443419370
11.4651,91,21.77,23.6,-8644410,443403220
11.4732,667,1.91,23.6,-8650860,443393320
11.4919,448,16.79,23.6,-8647030,443399200
11.5624,521,11.51,23.6,-8648980,443396210
11.586,18,33.21,21.9,-8634620,443419920
11.6648,91,22.21,23.6,-8644180,443403580
11.673,667,2.32,23.6,-8650840,443393360
11.6922,448,17.2,23.6,-8646840,443399480
11.7626,521,11.94,23.6,-8648850,443396400
11.7863,18,33.32,21.9,-8634290,443420470
11.8648,91,22.6,23.6,-8643940,443403940
11.873,667,2.64,23.6,-8650810,443393400
11.8919,448,17.57,23.6,-8646660,443399770
11.9624,521,12.25,23.6,-8648720,443396600
11.986,18,33.28,21.9,-8633960,443421020
12.0651,91,23.01,23.6,-8643700,443404320
12.0732,667,3.1,23.6,-8650780,443393450
12.0919,448,17.95,23.6,-8646470,443400060
12.1624,521,12.63,23.6,-8648590,443396800
12.2648,91,23.38,23.6,-8643450,443404700
12.273,667,3.58,23.6,-8650740,443393500
12.2922,448,18.29,23.6,-8646280,443400360
12.3626,521,12.91,23.6,-8648450,443397010
12.4648,91,23.78,23.6,-8643200,443405080
12.473,667,3.9,23.6,-8650700,443393560
12.4919,448,18.68,23.6,-8646080,443400660
12.5624,521,13.33,23.6,-8648310,443397230
12.6651,91,24.17,23.6,-8642940,443405470
12.6732,667,4.28,23.6,-8650660,443393630
12.6919,448,19.13,23.6,-8645880,443400970
12.7624,521,13.75,23.6,-8648170,443397450
12.8648,91,24.6,23.6,-8642680,443405870
12.873,667,4.78,23.6,-8650610,443393710
12.8922,448,19.53,23.6,-8645670,443401290
12.9626,521,14.1,23.6,-8648020,443397680
13.0648,91,24.98,22.8,-8642420,443406280
13.073,667,5.15,23.6,-8650550,443393790
13.0919,448,19.8,23.6,-8645460,443401610
13.1624,521,14.56,23.6,-8647870,443397910
13.2651,91,25.4,21.9,-8642170,443406700
13.2732,667,5.44,23.6,-8650500,443393880
13.2919,448,20.09,23.6,-8645250,443401930
13.3624,521,14.97,23.6,-8647710,443398160
13.3972,740,0.51,23.6,-8650900,443393250
13.4648,91,25.75,21.9,-8641920,443407120
13.473,667,5.83,23.6,-8650430,443393970
13.4922,448,20.4,23.6,-8645030,443402270
13.5626,521,15.33,23.6,-8647550,443398400
13.5969,740,0.96,23.6,-8650890,443393270
13.6648,91,26.04,21.9,-8641660,443407550
13.673,667,6.13,23.6,-8650370,443394070
