timestamp,vehicleId,speed,heading,longitude,latitude
20.8321,886,5.22,23.6,-8650520,443393850
20.8559,667,20.19,23.6,-8645270,443401910
20.8621,813,10.42,23.6,-8649420,443395530
20.8867,448,33.21,21.9,-8634650,443419150
20.9108,740,15.6,23.6,-8647530,443398440
20.9767,521,30.51,21.9,-8638760,443412350
20.9967,594,25.47,21.9,-8642170,443406700
21.0318,886,5.65,23.6,-8650460,443393940
21.0561,667,20.56,23.6,-8645050,443402240
21.0621,813,10.75,23.6,-8649300,443395710
21.1111,740,15.99,23.6,-8647360,443398700
21.1767,521,30.89,21.9,-8638460,443412850
21.1964,594,25.83,21.9,-8641920,443407120
21.2318,886,6.02,23.6,-8650390,443394040
21.2559,667,20.92,23.6,-8644830,443402580
21.2624,813,11.21,23.6,-8649190,443395890
21.3108,740,16.35,23.6,-8647180,443398960
21.377,521,31.22,21.9,-8638140,443413370
21.3964,594,26.2,21.9,-8641660,443407560
21.4321,886,6.41,23.6,-8650330,443394140
21.4559,667,21.4,23.6,-8644600,443402930
21.4621,813,11.58,23.6,-8649070,443396070
21.5108,740,16.67,23.6,-8647010,443399230
21.5767,521,31.7,21.9,-8637830,443413890
21.5967,594,26.64,21.9,-8641390,443407990
21.6318,886,6.91,23.6,-8650250,443394250
21.6561,667,21.77,23.6,-8644370,443403280
21.6621,813,12.06,23.6,-8648940,443396270
21.7111,740,17,23.6,-8646830,443399510
21.7767,521,32.05,21.9,-8637510,443414420
21.7964,594,26.91,21.9,-8641120,443408440
21.8318,886,7.3,23.6,-8650180,443394370
21.8559,667,22.1,23.6,-8644140,443403640
21.8624,813,12.52,23.6,-8648810,443396470
21.9108,740,17.38,23.6,-8646640,443399790
21.977,521,32.38,21.9,-8637190,443414950
21.9964,594,27.25,21.9,-8640850,443408890
22.0321,886,7.72,23.6,-8650100,443394490
22.0559,667,22.44,23.6,-8643900,443404000
22.0621,813,12.93,23.6,-8648670,443396680
22.1108,740,17.79,23.6,-8646460,443400080
22.1767,521,32.84,21.9,-8636860,443415490
22.1967,594,27.55,21.9,-8640580,443409340
22.2318,886,8.16,23.6,-8650010,443394620
22.2561,667,22.82,23.6,-8643660,443404370
22.2621,813,13.33,23.6,-8648530,443396900
22.3111,740,18.23,23.6,-8646260,443400380
22.3767,521,33.21,21.9,-8636530,443416040
22.3964,594,27.85,21.9,-8640300,443409800
22.4318,886,8.54,23.6,-8649920,443394760
22.4559,667,23.18,23.6,-8643410,443404750
22.4624,813,13.76,23.6,-8648380,443397120
22.5108,740,18.57,23.6,-8646070,443400680
22.577,521,33.26,21.9,-8636200,443416590
22.5964,594,28.35,21.9,-8640020,443410260
22.6321,886,8.96,23.6,-8649830,443394900
22.6559,667,23.59,23.6,-8643160,443405130
22.6621,813,14.19,23.6,-8648230,443397350
