timestamp,vehicleId,speed,heading,longitude,latitude
13.1624,521,14.56,23.6,-8647870,443397910
13.1785,594,10.12,23.6,-8649510,443395390
13.2651,91,25.4,21.9,-8642170,443406700
13.2732,667,5.44,23.6,-8650500,443393880
13.2919,448,20.09,23.6,-8645250,443401930
13.3624,521,14.97,23.6,-8647710,443398160
13.3783,594,10.5,23.6,-8649400,443395560
13.4648,91,25.75,21.9,-8641920,443407120
13.473,667,5.83,23.6,-8650430,443393970
13.4922,448,20.4,23.6,-8645030,443402270
13.5626,521,15.33,23.6,-8647550,443398400
13.5783,594,10.8,23.6,-8649280,443395740
13.6648,91,26.04,21.9,-8641660,443407550
13.673,667,6.13,23.6,-8650370,443394070
13.6919,448,20.83,23.6,-8644810,443402600
13.7624,521,15.68,23.6,-8647380,443398660
13.7785,594,11.1,23.6,-8649170,443395920
13.8651,91,26.52,21.9,-8641390,443407990
13.8732,667,6.49,23.6,-8650300,443394180
13.8919,448,21.24,23.6,-8644590,443402950
13.9624,521,16.16,23.6,-8647210,443398920
13.9783,594,11.49,23.6,-8649050,443396110
14.0648,91,26.85,21.9,-8641130,443408430
14.073,667,6.84,23.6,-8650230,443394290
14.0922,448,21.68,23.6,-8644360,443403300
14.1626,521,16.55,23.6,-8647040,443399190
14.1783,594,11.89,23.6,-8648920,443396300
14.2648,91,27.21,21.9,-8640860,443408880
14.273,667,7.24,23.6,-8650160,443394400
14.2919,448,22.03,23.6,-8644130,443403660
14.3624,521,16.89,23.6,-8646860,443399460
14.3785,594,12.31,23.6,-8648790,443396500
14.4651,91,27.6,21.9,-8640580,443409330
14.4732,667,7.67,23.6,-8650080,443394520
14.4919,448,22.43,23.6,-8643890,443404020
14.5624,521,17.28,23.6,-8646680,443399740
14.5783,594,12.73,23.6,-8648660,443396700
14.6648,91,28.03,21.9,-8640300,443409790
14.673,667,8.11,23.6,-8649990,443394660
14.6922,448,22.84,23.6,-8643650,443404390
14.7626,521,17.59,23.6,-8646490,443400030
14.7783,594,13.04,23.6,-8648520,443396910
14.8648,91,28.34,21.9,-8640020,443410260
14.873,667,8.48,23.6,-8649900,443394790
14.8919,448,23.24,23.6,-8643400,443404770
14.9624,521,18.11,23.6,-8646300,443400320
14.9785,594,13.45,23.6,-8648380,443397130
15.0651,91,28.77,21.9,-8639740,443410730
15.0732,667,8.9,23.6,-8649810,443394940
15.0919,448,23.59,23.6,-8643150,443405150
15.1624,521,18.46,23.6,-8646100,443400620
15.1783,594,13.85,23.6,-8648230,443397350
15.2648,91,29.17,21.9,-8639450,443411210
15.273,667,9.18,23.6,-8649710,443395080
15.2922,448,24.01,23.6,-8642900,443405540
15.3626,521,18.83,23.6,-8645900,443400930
15.3783,594,14.19,23.6,-8648080,443397580
15.4648,91,29.58,21.9,-8639150,443411700
15.473,667,9.53,23.6,-8649610,443395240
15.4919,448,24.41,23.6,-8642640,443405940
15.5624,521,19.3,23.6,-8645700,443401240
15.5785,594,14.61,23.6,-8647930,443397820
15.6651,91,29.95,21.9,-8638850,443412200
15.6732,667,10.01,23.6,-8649510,443395400
15.6919,448,24.81,22.5,-8642390,443406340
15.7624,521,19.68,23.6,-8645490,443401560
15.7783,594,15,23.6,-8647770,443398060
15.8648,91,30.39,21.9,-8638550,443412700
15.873,667,10.47,23.6,-8649400,443395570
15.8895,813,0.49,23.6,-8650900,443393250
15.8922,448,25.21,21.9,-8642140,443406760
15.9626,521,20.13,23.6,-8645280,443401890
15.9783,594,15.39,23.6,-8647610,443398310
16.0648,91,30.82,21.9,-8638250,443413200
16.073,667,10.95,23.6,-8649280,443395740
16.0892,813,0.97,23.6,-8650890,443393270
16.0919,448,25.59,21.9,-8641880,443407180
16.1624,521,20.51,23.6,-8645060,443402220
16.1785,594,15.86,23.6,-8647440,443398570
16.2651,91,31.23,21.9,-8637930,443413720
16.2732,667,11.43,23.6,-8649160,443395930
16.2892,813,1.41,23.6,-8650880,443393290
16.2919,448,25.94,21.9,-8641620,443407610
16.3624,521,20.93,23.6,-8644840,443402560
16.3783,594,16.26,23.6,-8647270,443398830
16.4648,91,31.61,21.9,-8637620,443414240
16.473,667,11.87,23.6,-8649030,443396120
16.4895,813,1.79,23.6,-8650860,443393320
16.4922,448,26.25,21.9,-8641360,443408040
